Date,Day of Week,Payment Type,Customer ID,Approval,Order,Price,Cost,Commision,Total VAT,Total Fee,Revenue
2023-01-26,Thursday,CREDIT,161Y00,PAY,ABC Juice,7000,1274.8,1964,221,2185,1355.2
2023-01-26,Thursday,CREDIT,161Y00,PAY,Apple Carrot Juice,7000,1205.38,1964,221,2185,1424.62
2023-01-26,Thursday,CHECK,19MVG0,PAY,Avocado Banana Juice,6500,1344.5,1964,221,2185,785.5
2023-01-26,Thursday,CHECK,19MVG0,PAY,Apple Kale Juice,7000,1006.5,1964,221,2185,1623.5
2023-01-26,Thursday,CHECK,1ETJ00,PAY,Red Grapefruit Juice,6500,910.8,1964,221,2185,1219.2
2023-01-26,Thursday,CHECK,1ETJ00,PAY,Red Grapefruit Juice,6500,910.8,1964,221,2185,1219.2
2023-01-26,Thursday,MONEY,1L5CR0,PAY,Tomato Juice,7000,797.5,1586.666667,175.3333333,1762,2678.5
2023-01-26,Thursday,MONEY,1L5CR0,PAY,Pear Juice,7500,1002.5,1586.666667,175.3333333,1762,2973.5
2023-01-26,Thursday,MONEY,1L5CR0,PAY,Orange Juice,6500,1287,1586.666667,175.3333333,1762,1689
2023-01-27,Friday,CREDIT,281080,PAY,Apple Lemon Kale Celery Juice,7000,1853.5,1391.5,151.5,1543,2060.5
2023-01-27,Friday,CREDIT,281080,PAY,My Special Juice,6500,2000,1391.5,151.5,1543,1414
2023-01-27,Friday,CREDIT,281080,PAY,Avocado Coffee,7000,1500,1391.5,151.5,1543,2414
2023-01-27,Friday,CREDIT,281080,PAY,Plain Greek Yogurt,6500,1000,1391.5,151.5,1543,2414
2023-01-27,Friday,CREDIT,050YG0,PAY,Strawberry Juice,6500,1000,1663.333333,183,1846.333333,1807.333333
2023-01-27,Friday,CREDIT,050YG0,PAY,Orange Juice,6500,1287,1663.333333,183,1846.333333,1520.333333
2023-01-27,Friday,CREDIT,050YG0,PAY,Tangerine Juice,6500,1000,1663.333333,183,1846.333333,1807.333333
2023-01-27,Friday,BANK,0KRC80,PAY,Orange Juice,6500,1287,1878.6,197.8,2076.4,1060.2
2023-01-27,Friday,BANK,0KRC80,PAY,Pear Juice,7500,1002.5,1878.6,197.8,2076.4,2344.7
2023-01-27,Friday,BANK,0KRC80,PAY,ABC Juice,7000,1274.8,1878.6,197.8,2076.4,1572.4
2023-01-27,Friday,BANK,0KRC80,PAY,Apple Carrot Juice,7000,1205.38,1878.6,197.8,2076.4,1641.82
2023-01-27,Friday,BANK,0KRC80,PAY,Apple Kale Juice,7000,1006.5,1878.6,197.8,2076.4,1840.7
2023-01-27,Friday,MONEY,1Y1R80,PAY,Apple Kale Juice,7000,1006.5,2236.25,236.25,2472.5,1048.5
2023-01-27,Friday,MONEY,1Y1R80,PAY,Apple Lemon Kale Celery Juice,7000,1853.5,2236.25,236.25,2472.5,201.5
2023-01-27,Friday,MONEY,1Y1R80,PAY,My Special Greek Yogurt,5000,1000,2236.25,236.25,2472.5,-945
2023-01-27,Friday,MONEY,1Y1R80,PAY,Avocado Coffee,7000,1500,2236.25,236.25,2472.5,555
2023-01-27,Friday,BANK,24N800,PAY,Apple Lemon Kale Celery Juice,7000,1853.5,1983,223,2206,734.5
2023-01-27,Friday,BANK,24N800,PAY,Cafe Latte,5500,1452.34,1983,223,2206,-364.34
2023-01-28,Saturday,BANK,0GXN00,PAY,Watermelon Juice,7500,715.3125,1964,221,2185,2414.6875
2023-01-28,Saturday,BANK,0GXN00,PAY,Apple Pear Juice,7500,2002.5,1964,221,2185,1127.5
2023-01-28,Saturday,CREDIT,1KUMG0,PAY,Kaya Butter Toast,6000,1230.45,1900,215,2115,539.55
2023-01-28,Saturday,CREDIT,1KUMG0,PAY,Apple Carrot Juice,7000,1205.38,1900,215,2115,1564.62
2023-01-28,Saturday,CREDIT,1UDL00,PAY,Avocado Banana Juice,6500,1344.5,1964,221,2185,785.5
2023-01-28,Saturday,CREDIT,1UDL00,PAY,Avocado Banana Juice,6500,1344.5,1964,221,2185,785.5
2023-01-28,Saturday,CREDIT,280A00,PAY,Orange Juice,6500,1287,1544,171,1715,1783
2023-01-28,Saturday,CREDIT,280A00,PAY,Apple Juice,7000,498,1544,171,1715,3072
2023-01-28,Saturday,CREDIT,280A00,PAY,Kaya Butter Toast,6000,1230.45,1544,171,1715,1339.55
2023-01-28,Saturday,CREDIT,28RV80,PAY,ABC Juice,7000,1274.8,1964,221,2185,1355.2
2023-01-28,Saturday,CREDIT,28RV80,PAY,Apple Lemon Kale Celery Juice,7000,1853.5,1964,221,2185,776.5
2023-01-28,Saturday,BANK,29F600,PAY,ABC Juice,7000,1274.8,2079,232.5,2311.5,1102.2
2023-01-28,Saturday,BANK,29F600,PAY,Strawberry Juice,6500,1000,2079,232.5,2311.5,877
2023-01-28,Saturday,CREDIT,2G4600,PAY,Watermelon Juice,7500,715.3125,1616.666667,170,1786.666667,3211.354167
2023-01-28,Saturday,CREDIT,2G4600,PAY,Pear Juice,7500,1002.5,1616.666667,170,1786.666667,2924.166667
2023-01-28,Saturday,CREDIT,2G4600,PAY,Plain Yogurt Smoothie,6500,1000,1616.666667,170,1786.666667,1926.666667
2023-01-28,Saturday,CREDIT,2G4600,PAY,Pear Juice,7500,1002.5,1616.666667,170,1786.666667,2924.166667
2023-01-28,Saturday,CREDIT,2G4600,PAY,Watermelon Juice,7500,715.3125,1616.666667,170,1786.666667,3211.354167
2023-01-28,Saturday,CREDIT,2G4600,PAY,Watermelon Juice,7500,715.3125,1616.666667,170,1786.666667,3211.354167
2023-01-29,Sunday,BANK,09KX00,PAY,Mango Coco,6500,1900.7,1522.666667,168.6666667,1691.333333,1216.633333
2023-01-29,Sunday,BANK,09KX00,PAY,Pineapple Sunshine,6500,2005.77,1522.666667,168.6666667,1691.333333,1111.563333
2023-01-29,Sunday,BANK,09KX00,PAY,Peanut Butter Jam Toast,5000,669.8,1522.666667,168.6666667,1691.333333,947.5333333
2023-01-29,Sunday,CHECK,0SLY00,PAY,Apple Kale Juice,7000,1006.5,2130.5,238,2368.5,1256.5
2023-01-29,Sunday,CHECK,0SLY00,PAY,Apple Kale Juice,7000,1006.5,2130.5,238,2368.5,1256.5
2023-01-29,Sunday,CREDIT,18WB80,PAY,Berry Blast,6500,1144.07,1996,224.5,2220.5,914.93
2023-01-29,Sunday,CREDIT,18WB80,PAY,Golden Kiwi Juice,7500,2628.4,1996,224.5,2220.5,430.6
2023-01-29,Sunday,CREDIT,1S5NR0,PAY,Strawberry Lemon Breeze,6500,2838.93,1642,180.6666667,1822.666667,15.73666667
2023-01-29,Sunday,CREDIT,1S5NR0,PAY,Watermelon Juice,7500,715.3125,1642,180.6666667,1822.666667,3139.354167
2023-01-29,Sunday,CREDIT,1S5NR0,PAY,Pear Juice,7500,1002.5,1642,180.6666667,1822.666667,2852.166667
2023-01-30,Monday,CREDIT,04RJ80,PAY,Strawberry Lemon Breeze,6500,2838.93,1629.333333,179.3333333,1808.666667,43.73666667
2023-01-30,Monday,CREDIT,04RJ80,PAY,Avocado Banana Bliss,6500,1432.82,1629.333333,179.3333333,1808.666667,1449.846667
2023-01-30,Monday,CREDIT,04RJ80,PAY,Berry Banana Greek Yogurt,7500,1743,1629.333333,179.3333333,1808.666667,2139.666667
2023-01-30,Monday,CREDIT,0FJ680,PAY,ABC Juice,7000,1274.8,1642,180.6666667,1822.666667,2079.866667
2023-01-30,Monday,CREDIT,0FJ680,PAY,Apple Lemon Kale Celery Juice,7000,1853.5,1642,180.6666667,1822.666667,1501.166667
2023-01-30,Monday,CREDIT,0FJ680,PAY,ABC Juice,7000,1274.8,1642,180.6666667,1822.666667,2079.866667
2023-01-30,Monday,CREDIT,0XYJG0,PAY,Avocado Banana Bliss,6500,1432.82,1586.666667,175.3333333,1762,1543.18
2023-01-30,Monday,CREDIT,0XYJG0,PAY,Mango Tropical,6500,1946.56,1586.666667,175.3333333,1762,1029.44
2023-01-30,Monday,CREDIT,0XYJG0,PAY,Strawberry Joyful,6500,2611.61,1586.666667,175.3333333,1762,364.39
2023-01-30,Monday,CREDIT,1FSF00,PAY,Orange Juice,6500,1287,1945.2,204.6,2149.8,913.4
2023-01-30,Monday,CREDIT,1FSF00,PAY,Apple Juice,7000,498,1945.2,204.6,2149.8,2202.4
2023-01-30,Monday,CREDIT,1FSF00,PAY,Apple Lemon Kale Celery Juice,7000,1853.5,1945.2,204.6,2149.8,846.9
2023-01-30,Monday,CREDIT,1FSF00,PAY,Apple Lemon Kale Celery Juice,7000,1853.5,1945.2,204.6,2149.8,846.9
2023-01-30,Monday,CREDIT,1FSF00,PAY,Orange Juice,6500,1287,1945.2,204.6,2149.8,913.4
2023-01-30,Monday,CREDIT,1LSBR0,PAY,Strawberry Lemon Breeze,6500,2838.93,2028,227.5,2255.5,-849.93
2023-01-30,Monday,CREDIT,1LSBR0,PAY,Berry Banana Greek Yogurt,7500,1743,2028,227.5,2255.5,1246
2023-01-31,Tuesday,CREDIT,29X380,PAY,Watermelon Juice,7500,715.3125,2047,229.5,2276.5,2231.6875
2023-01-31,Tuesday,CREDIT,29X380,PAY,Green Grape Juice,7000,2482.5,2047,229.5,2276.5,-35.5
